index,price,retail_price,currency_code
9.78112E+12,3686.32,3686.32,INR
1493938436,,,
9.78184E+12,997.09,498.54,INR
9.78303E+12,6726,6726,INR
367381893,,,
9.78163E+12,9677.37,9677.37,INR
3030512215,,,
9.7815E+12,,,
9.78938E+12,488.23,341.76,INR
3031246276,,,
9811524068,,,
9.78013E+12,10785.2,10785.2,INR
9811624208,,,
9.78001E+12,379.5,265.65,INR
9.78112E+12,588.82,294.41,INR
9.78981E+12,,,
9.78145E+12,2360,2360,INR
9.78013E+12,,,
9.78366E+12,6726,6726,INR
9.78303E+12,5463.4,5463.4,INR
9.78154E+12,,,
9.78112E+12,2428.44,2428.44,INR
3030976440,,,
9.78153E+12,9138.64,9138.64,INR
9.78052E+12,,,
192897888,,,
9.7818E+12,26286.49,26286.49,INR
9.78144E+12,1754.97,1754.97,INR
9811968799,,,
1633439658,,,
367696614,,,
9.78383E+12,2100.4,2100.4,INR
9.78074E+12,,,
9.78332E+12,12626,12626,INR
9.78303E+12,4625.6,4625.6,INR
9.78981E+12,8401.6,8401.6,INR
9811520372,,,
9.78159E+12,3117.79,1588.49,INR
9.78075E+12,4359.01,4359.01,INR
9.78145E+12,0,0,INR
9.78032E+12,10066.58,10066.58,INR
9.781E+12,,,
9811526990,,,
9811659397,,,
9.78191E+12,6469.31,6469.31,INR
9.78332E+12,9664.2,9664.2,INR
1482232111,,,
1653684771,,,
9.78939E+12,972.29,486.14,INR
9.78112E+12,824.82,412.41,INR
9.78148E+12,,,
9.78135E+12,2600,2600,INR
9.78112E+12,,,
3319997122,,,
9.78132E+12,,,
9.78179E+12,2002.25,2002.25,INR
9.78191E+12,6469.31,6469.31,INR
9.78147E+12,19471.48,19471.48,INR
9811944520,,,
9.78132E+12,,,
1786345390,,,
1484288254,,,
9.78195E+12,,,
9.78939E+12,350,245,INR
9.78332E+12,11764.6,11764.6,INR
9.78082E+12,,,
9.78332E+12,8401.6,8401.6,INR
9.78152E+12,31641.15,31641.15,INR
9.78303E+12,8236.4,8236.4,INR
9.7982E+12,292.31,204.62,INR
9.78031E+12,6354.53,6354.53,INR
9.78145E+12,7988.6,7988.6,INR
9.78981E+12,16874,16874,INR
9.78152E+12,18011.11,18011.11,INR
9.78112E+12,21459.48,21459.48,INR
9.78364E+12,15812,15812,INR
9.78112E+12,588.82,294.41,INR
9.781E+12,5491.72,5491.72,INR
9.78153E+12,,,
9.78152E+12,20931.84,20931.84,INR
9.781E+12,3698.12,3698.12,INR
9.78303E+12,4625.6,4625.6,INR
9.78152E+12,20931.84,20931.84,INR
9.78084E+12,,,
9.78112E+12,,,
9.781E+12,8836.86,8836.86,INR
9.78132E+12,,,
9.7818E+12,24339.34,24339.34,INR
9.78303E+12,11764.6,11764.6,INR
9.78179E+12,886.17,443.08,INR
9.78178E+12,1108.01,554,INR
9.78026E+12,,,
1491907339,,,
9.78006E+12,1382.93,691.46,INR
OSU:32435009222415,,,
1003093450,,,
9.78007E+12,7479.77,7479.77,INR
9.78024E+12,707.11,353.56,INR
UOM:39015002095381,,,
3030754596,,,
9.78164E+12,1950.54,1950.54,INR
UOM:39015030992542,,,
9.781E+12,,,
9.78164E+12,2489.8,2489.8,INR
UCSD:31822000037648,,,
UCSD:31822032277600,,,
9.78159E+12,,,
9.78026E+12,1556.41,1556.41,INR
9.781E+12,4146.52,4146.52,INR
194505123X,,,
1484234944,,,
9.78019E+12,1372.78,686.39,INR
1848829469,,,
9.78954E+12,,,
9.78112E+12,4078.08,4078.08,INR
9.78126E+12,9288.61,9288.61,INR
9811533563,,,
1138480452,,,
1617296082,,,
9.78132E+12,,,
359828523,,,
9.78161E+12,,,
1461455901,,,
3031004604,,,
3319673769,,,
OSU:32435019744671,,,
303041888X,,,
9.78148E+12,,,
71807594,,,
9.78012E+12,3304,3304,INR
309097347,,,
1589062604,,,
9.78112E+12,,,
9.78019E+12,251.89,176.32,INR
9.78164E+12,2489.8,2489.8,INR
UOM:39015029885772,,,
9.78026E+12,,,
9.78112E+12,13204.2,13204.2,INR
9.78039E+12,,,
9.78159E+12,,,
1484230957,,,
9.78111E+12,,,
1617294470,,,
3030598918,,,
3030202895,,,
3642372244,,,
9.78111E+12,,,
9.78043E+12,5940.12,5940.12,INR
9.78303E+12,4625.6,4625.6,INR
9.781E+12,8966.82,8966.82,INR
9.78162E+12,,,
9.78111E+12,,,
9.78332E+12,10089,10089,INR
9811110689,,,
9.78014E+12,500.32,247.66,INR
9.78043E+12,5491.72,5491.72,INR
9.78112E+12,,,
9.78111E+12,,,
9.78145E+12,2360,2360,INR
9.78149E+12,,,
9.78981E+12,2950,2950,INR
9.78153E+12,2340.16,2340.16,INR
1098115562,,,
9.78132E+12,,,
692196382,,,
9.78149E+12,,,
9.78013E+12,,,
9.7814E+12,9239.4,9239.4,INR
9.78031E+12,,,
9.78332E+12,2773,2773,INR
9.78026E+12,9757.77,9757.77,INR
9.78147E+12,8609.28,8609.28,INR
9.78164E+12,1950.54,1950.54,INR
9.78149E+12,3764.2,3764.2,INR
9.78039E+12,4790.8,4790.8,INR
9.78149E+12,1250.8,625.4,INR
9.78161E+12,,,
9.78111E+12,,,
9.78135E+12,,,
9.7818E+12,775.25,387.62,INR
9.78179E+12,886.17,443.08,INR
9.7806E+12,,,
9.78112E+12,931.02,465.51,INR
9.78178E+12,997.09,498.54,INR
9.78172E+12,3902.61,3902.61,INR
980232775,,,
9.78145E+12,2655,2655,INR
9.78053E+12,204.43,204.43,INR
9.78164E+12,1950.54,1950.54,INR
9.78112E+12,4856.88,4856.88,INR
9.78026E+12,,,
9.78179E+12,1108.01,554,INR
9.7815E+12,,,
9.78039E+12,1270.24,635.12,INR
9.7815E+12,,,
9.78148E+12,16874,16874,INR
9.78039E+12,6726,6726,INR
9.78135E+12,,,
9.7818E+12,,,
9.78112E+12,,,
9.781E+12,,,
9.78939E+12,236,110.45,INR
9.78149E+12,,,
9.78185E+12,3197.8,3197.8,INR
9.78026E+12,,,
1617296481,,,
9.7815E+12,4482.82,4482.82,INR
1457309327,,,
9.78147E+12,1061.11,530.56,INR
9.78014E+12,2720.77,2720.77,INR
9.78161E+12,,,
9.78111E+12,,,
9.78026E+12,12197.42,12197.42,INR
9.78047E+12,1245.61,622.8,INR
9.78142E+12,,,
9.78146E+12,7563.8,7563.8,INR
9.78145E+12,6789.35,6789.35,INR
80520839,6899.46,6899.46,INR
9.78146E+12,5463.4,5463.4,INR
9811578761,,,
606039600,,,
9.7814E+12,8437,8437,INR
9.78014E+12,,,
495109665,,,
9.78112E+12,14563.56,14563.56,INR
9.78149E+12,,,
9.78112E+12,,,
9.78039E+12,,,
9.78168E+12,,,
9.78189E+12,2831.36,2831.36,INR
9.78303E+12,12626,12626,INR
9.78149E+12,,,
1493938436,,,
977304566,,,
9.78026E+12,7806.05,7806.05,INR
9811679959,,,
9.78142E+12,4707.08,4707.08,INR
9.78164E+12,2489.8,2489.8,INR
9.78145E+12,2950,1672.65,INR
9.78332E+12,5038.6,5038.6,INR
9.78052E+12,,,
9.78112E+12,14078.58,14078.58,INR
1496034023,,,
9.78164E+12,2624.32,2624.32,INR
9.78052E+12,,,
9.7802E+12,,,
9.78023E+12,4816,4816,INR
9.78111E+12,,,
1616100362,,,
9.78055E+12,,,
9.78013E+12,2255.67,2255.67,INR
9.78013E+12,,,
9.78981E+12,5711.2,5711.2,INR
9.78936E+12,293.82,205.67,INR
9.78145E+12,2065,1170.86,INR
73533432,,,
9.78162E+12,,,
9.78303E+12,5888.2,5888.2,INR
8177585460,,,
9.78164E+12,2355.28,2355.28,INR
9.78151E+12,,,
9.78012E+12,3591.92,3591.92,INR
9.78145E+12,2950,2950,INR
9.7814E+12,1840.8,1840.8,INR
9.78162E+12,,,
9.78185E+12,5038.6,5038.6,INR
9.78132E+12,,,
9.78153E+12,,,
9.7818E+12,1543.44,1543.44,INR
9.78001E+12,379.5,265.65,INR
9.78112E+12,,,
9.78147E+12,11208.82,11208.82,INR
9.78939E+12,755.2,377.6,INR
521833787,,,
9.78111E+12,,,
9.78111E+12,,,
9.78164E+12,2624.32,2624.32,INR
9.78303E+12,8401.6,8401.6,INR
9.78162E+12,,,
9.78168E+12,2513.4,2513.4,INR
9.78164E+12,2960.62,2960.62,INR
9.78006E+12,,,
9.78159E+12,,,
9.78043E+12,,,
9.78148E+12,6726,6726,INR
9.78114E+12,,,
9.78981E+12,18526,18526,INR
9.78148E+12,,,
9.78077E+12,,,
9.78303E+12,10926.8,10926.8,INR
9.78149E+12,1628.4,1628.4,INR
9.78366E+12,2525.2,2525.2,INR
62851756,,,
9.78147E+12,,,
9.78303E+12,10089,10089,INR
9.78135E+12,,,
9.78149E+12,15222,15222,INR
9.781E+12,9303.12,9303.12,INR
9.781E+12,5773.07,5773.07,INR
9.78111E+12,,,
9.78144E+12,,,
9.78939E+12,972.29,486.14,INR
1617291560,,,
804848998,,,
9.78303E+12,7563.8,7563.8,INR
9.78153E+12,,,
9.7818E+12,20931.84,20931.84,INR
547132492,,,
9.78143E+12,,,
9.78069E+12,,,
470694483,,,
1364849186,,,
716733730,,,
9.78939E+12,972.29,486.14,INR
471360910,,,
3319834568,,,
9.7815E+12,5940.12,5940.12,INR
367381893,,,
753552817,,,
9.79861E+12,,,
1984050621,,,
521100283,,,
9.78179E+12,,,
9.78179E+12,,,
9.78159E+12,,,
9.78939E+12,972.29,486.14,INR
9.78034E+12,,,
9.78179E+12,1218.93,609.46,INR
9.78178E+12,538.08,269.04,INR
9.78179E+12,1993.01,1993.01,INR
1579550363,,,
9.78303E+12,0,0,INR
9.7818E+12,36995.8,36995.8,INR
9.78148E+12,2732.72,2732.72,INR
470452579,,,
9.78191E+12,,,
9.78981E+12,,,
1491910593,,,
9.78114E+12,,,
9.781E+12,4594.69,4594.69,INR
9.78179E+12,1218.93,609.46,INR
9.7818E+12,665.51,332.76,INR
9.78332E+12,5038.6,5038.6,INR
9.78152E+12,20931.84,20931.84,INR
9.78112E+12,,,
9.78172E+12,,,
9.78191E+12,,,
9.78332E+12,10926.8,10926.8,INR
9.78221E+12,2359.83,2359.83,INR
9.78114E+12,,,
9.78153E+12,2808.39,2808.39,INR
9.78165E+12,80,80,INR
1526463377,,,
9.78981E+12,21004,21004,INR
9.78147E+12,,,
9.78184E+12,3188.8,3188.8,INR
9.78179E+12,886.17,443.08,INR
9.78981E+12,10089,10089,INR
9.78303E+12,21004,21004,INR
UCSD:31822002717841,,,
8177581511,,,
113846953X,,,
9.78385E+12,,,
9.78283E+12,,,
1491907339,,,
9.78147E+12,449,314.3,INR
9.78303E+12,9239.4,9239.4,INR
1138480452,,,
9.78926E+12,5819,5819,INR
9.78153E+12,,,
9.78024E+12,618.61,309.3,INR
9.78069E+12,,,
9.78112E+12,6405.04,6405.04,INR
9.78112E+12,,,
9.78147E+12,17037.54,17037.54,INR
9.78289E+12,,,
9.78043E+12,4482.82,4482.82,INR
9.78939E+12,588.82,294.41,INR
1032006633,,,
9.781E+12,5301.71,5301.71,INR
9.78179E+12,,,
9.78179E+12,2214.85,2214.85,INR
9.78939E+12,972.29,486.14,INR
9.78086E+12,7043.42,7043.42,INR
9.7818E+12,24339.34,24339.34,INR
9.78332E+12,9239.4,9239.4,INR
9.78153E+12,,,
9.781E+12,2128.72,2128.72,INR
9.78819E+12,352.82,246.97,INR
1351013238,,,
9.78819E+12,234.82,164.37,INR
9.78819E+12,234.82,164.37,INR
9.78819E+12,118,118,INR
1119991722,6794.44,6794.44,INR
9.78069E+12,,,
9.78303E+12,12626,12626,INR
1447121554,23600,23600,INR
9.78311E+12,8307.57,8307.57,INR
9.78332E+12,7139,7139,INR
9.78939E+12,470.82,329.57,INR
9.78332E+12,6301.2,6301.2,INR
9.78152E+12,403.56,282.49,INR
9.78935E+12,,,
9.78013E+12,3591.92,3591.92,INR
9.78112E+12,,,
9.78147E+12,,,
9.78179E+12,665.51,345.14,INR
9.78113E+12,,,
9.78144E+12,9664.2,9664.2,INR
9.78007E+12,,,
9.781E+12,,,
9.78933E+12,112.5,112.5,INR
9.7818E+12,20931.84,20931.84,INR
9.78185E+12,17436,17436,INR
387310738,,,
9.7814E+12,10926.8,10926.8,INR
9.78158E+12,,,
9.7814E+12,2591.44,2591.44,INR
9.78939E+12,470.82,329.57,INR
9.78179E+12,997.09,498.54,INR
9.781E+12,,,
9.78198E+12,,,
9.78075E+12,,,
9.78148E+12,,,
9.78303E+12,11764.6,11764.6,INR
9.78113E+12,1904.52,1904.52,INR
9.78049E+12,1351.12,675.56,INR
1441920153,,,
9.78159E+12,,,
9.78303E+12,5463.4,5463.4,INR
1425807798,,,
9.78289E+12,,,
UOM:39015062415164,,,
9.78981E+12,16874,16874,INR
9.78311E+12,9658.41,9658.41,INR
9.78135E+12,2128.72,2128.72,INR
9.78043E+12,4594.69,4594.69,INR
9.78075E+12,10840.1,10840.1,INR
1784163376,,,
1305088956,,,
9.78819E+12,,,
9.78047E+12,,,
9.78159E+12,,,
1118039556,,,
1461130875,,,
1461471370,,,
9.7802E+12,,,
9.7802E+12,,,
1474960472,,,
9.7802E+12,,,
9.78075E+12,199,139.3,INR
3319457225,,,
860105768,,,
9.78148E+12,,,
9.7808E+12,,,
9.78076E+12,,,
9.78099E+12,,,
9.78047E+12,,,
73229725,,,
9.78184E+12,2391.35,2391.35,INR
9.78059E+12,,,
9.78086E+12,460.2,322.14,INR
9.78111E+12,,,
1541600363,,,
9.78935E+12,150,105,INR
9.78112E+12,,,
9.78147E+12,,,
1444178296,,,
748753966,,,
9.78885E+12,,,
9.78014E+12,,,
9.78014E+12,,,
3319794922,,,
1072923564,,,
9.78074E+12,,,
9.78939E+12,257.24,180.07,INR
1843158825,,,
471496650,,,
9797815374,,,
9.78185E+12,,,
9.78112E+12,,,
9.78147E+12,3042.51,3042.51,INR
9.78147E+12,2341.12,2083.2,INR
3319407295,,,
9.78164E+12,,,
9.78146E+12,3363,3363,INR
9.7802E+12,,,
1337101818,,,
9.78147E+12,479,279.3,INR
UOM:35128000231868,,,
1590597451,,,
1760781150,,,
9.78192E+12,,,
8120334442,,,
9.78353E+12,,,
019882954X,,,
9.78049E+12,,,
9.78001E+12,,,
1544374836,,,
367399164,,,
9.7815E+12,,,
9.78303E+12,7563.8,7563.8,INR
9.78049E+12,,,
9.78147E+12,2957.08,2957.08,INR
9.78132E+12,,,
9.78184E+12,10405.72,10405.72,INR
9.78151E+12,247.71,173.4,INR
9.78039E+12,,,
1544356234,,,
1118332571,,,
9.78812E+12,820.1,410.05,INR
036773818X,,,
9.78147E+12,1312.16,656.08,INR
198392613,,,
9.78178E+12,,,
335227244,,,
1408521156,,,
1526404109,,,
9.78179E+12,594.35,297.18,INR
750653701,,,
9.78151E+12,247.71,173.4,INR
9.78076E+12,,,
940070707X,,,
9.78147E+12,,,
9.7814E+12,,,
9.781E+12,6244.42,6244.42,INR
9.7818E+12,2940.6,2940.6,INR
9.78149E+12,,,
9.78145E+12,955.8,477.9,INR
9.78303E+12,0,0,INR
9.78191E+12,0,0,INR
9.78075E+12,5301.71,5301.71,INR
1802203109,,,
1634001338,,,
9.78149E+12,,,
9.78332E+12,8401.6,8401.6,INR
1138535044,,,
9.78332E+12,9239.4,9239.4,INR
9.78031E+12,,,
9.78112E+12,,,
9.78135E+12,4625.6,4625.6,INR
9.781E+12,0,0,INR
9.78163E+12,5863.73,5863.73,INR
9.78031E+12,3519.06,3519.06,INR
9.7818E+12,2940.6,2940.6,INR
9.781E+12,3887.66,3887.66,INR
3319803514,,,
9.78147E+12,219054.09,219054.09,INR
9.7818E+12,20931.84,20931.84,INR
9.78179E+12,8970.31,8970.31,INR
1839981032,,,
9.78019E+12,,,
9.78026E+12,3215.38,3215.38,INR
9.78112E+12,4953.64,4953.64,INR
9.78112E+12,16025.58,16025.58,INR
9.78043E+12,4146.52,4146.52,INR
9.78332E+12,5038.6,5038.6,INR
9.78303E+12,11764.6,11764.6,INR
9.78303E+12,8401.6,8401.6,INR
9.78179E+12,7873.82,7873.82,INR
3031214900,,,
9.78153E+12,3861.91,3861.91,INR
9.7818E+12,9261.6,9261.6,INR
9.78151E+12,2229.02,2229.02,INR
9.78179E+12,,,
9.781E+12,4594.69,4594.69,INR
1398610291,,,
9.78179E+12,7873.82,7873.82,INR
9.78135E+12,4482.82,4482.82,INR
9.78303E+12,8401.6,8401.6,INR
9.78303E+12,0,0,INR
9.78111E+12,,,
9.78303E+12,0,0,INR
9.78111E+12,,,
9.78031E+12,,,
9.78112E+12,2913.42,2913.42,INR
9.78366E+12,4625.6,4625.6,INR
9.7818E+12,28720.43,28720.43,INR
9.78043E+12,,,
9.78303E+12,8401.6,8401.6,INR
9.78332E+12,4200.8,4200.8,INR
9.78132E+12,,,
9.78153E+12,,,
9.78147E+12,9968.12,9968.12,INR
9.78926E+12,3429.05,3429.05,INR
9.78303E+12,12626,12626,INR
9.78303E+12,6218.6,6218.6,INR
9.78153E+12,3744.86,3744.86,INR
9.78164E+12,,,
9.78303E+12,0,0,INR
9.78173E+12,2934.35,2934.35,INR
9.78111E+12,,,
9.78249E+12,0,0,INR
9.78926E+12,2805.59,2805.59,INR
9.7818E+12,20931.84,20931.84,INR
9.78153E+12,,,
9.78289E+12,,,
9.78019E+12,532.03,266.02,INR
9.7808E+12,,,
9.78926E+12,3117.32,3117.32,INR
9.78303E+12,7139,7139,INR
9.78149E+12,3764.2,3764.2,INR
9.78303E+12,11764.6,11764.6,INR
9.78332E+12,5711.2,5711.2,INR
9.78332E+12,8401.6,8401.6,INR
9.78128E+12,,,
9.78303E+12,9239.4,9239.4,INR
9.781E+12,,,
9.781E+12,,,
9.78084E+12,,,
9.78926E+12,4052.52,4052.52,INR
9.78112E+12,,,
9.78024E+12,618.61,309.3,INR
9.78114E+12,7845.82,7845.82,INR
9.78159E+12,,,
9.78086E+12,,,
9.78112E+12,3885.74,3885.74,INR
9.7814E+12,1434.31,717.16,INR
9.78163E+12,850.45,425.22,INR
9.78114E+12,3852,3852,INR
9.78332E+12,9074.2,9074.2,INR
9.78152E+12,28720.43,28720.43,INR
9.78303E+12,10926.8,10926.8,INR
9.78303E+12,5463.4,5463.4,INR
1492072664,,,
9.78191E+12,0,0,INR
9.78303E+12,7563.8,7563.8,INR
9.78946E+12,2950,2950,INR
9.78926E+12,7793.3,7793.3,INR
9.78303E+12,10926.8,10926.8,INR
9.7818E+12,21418.62,21418.62,INR
9.781E+12,4123.33,4123.33,INR
9.78332E+12,15222,15222,INR
9.78032E+12,12942.24,12942.24,INR
9.78303E+12,16874,16874,INR
9.78151E+12,3082,3082,INR
9.7802E+12,,,
9.78926E+12,1558.66,1558.66,INR
9.78073E+12,,,
9.78036E+12,,,
9.78154E+12,316.24,221.37,INR
9.78303E+12,0,0,INR
9.78151E+12,1257.88,628.94,INR
9.78132E+12,5267.52,5267.52,INR
9.78332E+12,8401.6,8401.6,INR
9.78366E+12,6726,6726,INR
9.78135E+12,5043.32,5043.32,INR
9.78112E+12,,,
9.78303E+12,21004,21004,INR
9.7815E+12,5491.72,5491.72,INR
9.78303E+12,8401.6,8401.6,INR
9.781E+12,4241.17,4241.17,INR
9.78112E+12,,,
9.78049E+12,434.55,304.18,INR
9.7818E+12,6977.68,6977.68,INR
9.78146E+12,3905.74,3905.74,INR
9.78303E+12,10926.8,10926.8,INR
9.78152E+12,27746.85,27746.85,INR
9.781E+12,3586.02,3586.02,INR
9.78926E+12,2493.86,2493.86,INR
9.79899E+12,2235.56,2235.56,INR
9.78149E+12,,,
3319335235,,,
3030669122,,,
9.78153E+12,8428.16,8428.16,INR
9.78148E+12,,,
9.78112E+12,2623.14,2623.14,INR
9.78132E+12,3138.8,3138.8,INR
1484261143,,,
9.78111E+12,,,
1785480251,,,
EAN:8596547410539,,,
9.78981E+12,9978.75,9978.75,INR
9.78026E+12,,,
9.781E+12,5066.04,5066.04,INR
9.78043E+12,,,
9.78926E+12,1558.66,1558.66,INR
9.78031E+12,,,
3030819094,,,
1032275065,,,
9.78303E+12,0,0,INR
9.78179E+12,,,
3030167607,,,
9.7818E+12,9261.6,9261.6,INR
9.78148E+12,,,
9.78151E+12,,,
9.78179E+12,,,
9.78147E+12,441.61,309.13,INR
3030043622,,,
9.78332E+12,10089,10089,INR
9.78303E+12,5038.6,5038.6,INR
9.78303E+12,10089,10089,INR
9.78019E+12,532.03,266.02,INR
9.7818E+12,23365.77,23365.77,INR
9.78112E+12,16025.58,16025.58,INR
9.78303E+12,0,0,INR
9.7807E+12,907.23,453.62,INR
9.78147E+12,4330.14,4330.14,INR
9.78147E+12,2808.39,2808.39,INR
787982369,,,
9.78303E+12,4200.8,4200.8,INR
9.7802E+12,,,
9.78149E+12,3764.2,3764.2,INR
9.78047E+12,4852.16,4852.16,INR
9.78026E+12,1556.41,1556.41,INR
9.78179E+12,,,
9.78147E+12,879.97,401.38,INR
158901328X,2243.85,2243.85,INR
9.78316E+12,,,
9.78111E+12,,,
9.7802E+12,2636.11,2636.11,INR
9.78057E+12,2600,2600,INR
9.78026E+12,,,
9.78112E+12,,,
9.78185E+12,400.02,280.01,INR
9.7818E+12,0,0,INR
9.78024E+12,618.61,309.3,INR
1330371070,,,
9.78026E+12,,,
9.78332E+12,15222,15222,INR
1855548453,,,
9.78014E+12,500.32,247.66,INR
9.78303E+12,10089,10089,INR
9.78067E+12,,,
9.78303E+12,9239.4,9239.4,INR
9.78165E+12,8310.86,8310.86,INR
9.78047E+12,,,
9.78193E+12,,,
9.78145E+12,,,
9.78112E+12,,,
9.78149E+12,7316,7316,INR
1980914818,,,
3030748367,,,
1357093950,,,
9.78163E+12,4396.55,4396.55,INR
303118369X,,,
9.78179E+12,,,
9.78111E+12,,,
9.78075E+12,,,
9.78148E+12,4253.2,4253.2,INR
9.78303E+12,5463.4,5463.4,INR
9.78112E+12,14641.44,14641.44,INR
1376608936,,,
1376932520,,,
9.78012E+12,,,
9.78146E+12,11776.4,11776.4,INR
UCAL:B4451445,,,
894136399,,,
9.78146E+12,,,
3030450015,,,
761949747,,,
9.78147E+12,,,
3030546594,,,
9.78385E+12,3269,3269,INR
1928502121,,,
9.78364E+12,,,
9.78111E+12,,,
9.78031E+12,,,
9.78185E+12,,,
9.78303E+12,10926.8,10926.8,INR
9.78012E+12,3591.92,3591.92,INR
9.78161E+12,,,
9.7818E+12,29694,29694,INR
9.78303E+12,8401.6,8401.6,INR
9.78114E+12,,,
9.78159E+12,,,
9.78149E+12,0,0,INR
9.78332E+12,10997.6,10997.6,INR
9.78366E+12,,,
9.7818E+12,181571.5,181571.5,INR
9.78067E+12,,,
9.78149E+12,,,
761949747,,,
1484249879,,,
9.78111E+12,,,
UOM:39015038015643,,,
1736860577,,,
9.7818E+12,21418.62,21418.62,INR
9.78081E+12,925.55,752.15,INR
9.78303E+12,5038.6,5038.6,INR
1800886403,,,
1800374356,,,
9.78303E+12,4625.6,4625.6,INR
9.78303E+12,0,0,INR
3031187938,,,
9.78019E+12,238.1,166.67,INR
9.7894E+12,13098,13098,INR
9.78007E+12,,,
9.78114E+12,,,
1999601912,,,
9.78135E+12,4034.42,4034.42,INR
9.78141E+12,,,
131919074X,,,
9.78132E+12,1657.2,1657.2,INR
367028417,,,
1138529907,,,
9.781E+12,,,
1484291611,,,
309147824,3519.06,3519.06,INR
9.78032E+12,,,
9.78113E+12,,,
9.78026E+12,,,
9.78023E+12,,,
9.78161E+12,,,
9.7894E+12,9239.4,9239.4,INR
9.78332E+12,16874,16874,INR
1557986886,,,
9.78026E+12,,,
UOM:39076006166453,,,
9.78303E+12,7563.8,7563.8,INR
9.78026E+12,,,
1032012935,,,
1484278232,,,
9.78132E+12,4370.72,4370.72,INR
9.78147E+12,3744.86,3744.86,INR
9.78145E+12,,,
1912808471,,,
9.78303E+12,4625.6,4625.6,INR
3319714422,,,
9.7814E+12,10926.8,10926.8,INR
470498609,413,289.1,INR
9.78112E+12,,,
9.78184E+12,,,
9.78067E+12,3813.22,3813.22,INR
9.78144E+12,,,
UCSC:32106005378572,,,
303087401X,,,
9.781E+12,2002.25,2002.25,INR
9.78086E+12,,,
761971580,,,
9.78114E+12,,,
989453936,,,
9.78154E+12,2732.72,2732.72,INR
9.78145E+12,0,0,INR
9.78332E+12,7563.8,7563.8,INR
9.78019E+12,700.18,350.09,INR
1138462519,,,
143383216X,,,
9.78303E+12,5038.6,5038.6,INR
9.78332E+12,7563.8,7563.8,INR
022634455X,,,
9.78031E+12,5133.18,5133.18,INR
1137366702,,,
9.7894E+12,11764.6,11764.6,INR
1786439727,,,
9400769695,,,
9.78113E+12,,,
9.78149E+12,1404.2,702.1,INR
UOM:39015073623020,,,
9.78179E+12,,,
9.78014E+12,,,
9.78178E+12,4644.3,4644.3,INR
9.78159E+12,,,
9.78032E+12,1053.82,526.91,INR
9.78023E+12,2885.97,2885.97,INR
813828066,,,
9.78149E+12,4425,4425,INR
9.78303E+12,6301.2,6301.2,INR
9.78141E+12,,,
9.78147E+12,3744.86,3744.86,INR
9.78145E+12,,,
9.78075E+12,,,
9.78142E+12,885,442.5,INR
9.78364E+12,13452,13452,INR
9.78075E+12,5183.88,5183.88,INR
9.78144E+12,,,
1684673194,,,
9.78303E+12,7139,7139,INR
9.78303E+12,6301.2,6301.2,INR
199032254,,,
9.78132E+12,4146.52,4146.52,INR
9.78332E+12,4873.4,4873.4,INR
9.78087E+12,1270.97,635.48,INR
807605425,,,
3030080994,,,
241366372,,,
9.78019E+12,616.1,308.05,INR
1464813256,,,
9.78332E+12,7563.8,7563.8,INR
125964121X,,,
9.78159E+12,5038.6,5038.6,INR
9.7802E+12,434.17,303.92,INR
9.78069E+12,,,
9.78019E+12,1457.19,728.6,INR
9.78007E+12,,,
140449493,,,
9.78135E+12,2577.12,2577.12,INR
9.7811E+12,,,
9.78148E+12,5954.32,5954.32,INR
9.78076E+12,,,
3319082531,,,
9.78303E+12,9664.2,9664.2,INR
9.78303E+12,11764.6,11764.6,INR
9.78069E+12,1303.9,651.95,INR
9.781E+12,4146.52,4146.52,INR
1785278010,,,
OSU:32435075971853,,,
1107501164,,,
9.78075E+12,5537.39,5537.39,INR
3030179621,,,
9.78049E+12,960.76,480.38,INR
059652269X,,,
9.78144E+12,,,
1461455901,,,
309078733,,,
1725619415,,,
9.78019E+12,4063.52,4063.52,INR
9.7818E+12,22392.2,22392.2,INR
9.78113E+12,4819.12,4819.12,INR
3540826270,,,
194505123X,,,
631229191,,,
3849515109,,,
262133601,,,
9.78111E+12,,,
9.78981E+12,0,0,INR
9.7806E+12,2655,2655,INR
9.781E+12,4819.12,4819.12,INR
9.78149E+12,,,
9.78026E+12,,,
9.78149E+12,,,
9.78149E+12,,,
1484273850,,,
9.78148E+12,,,
9.78185E+12,10926.8,10926.8,INR
9.78179E+12,1108.01,554,INR
9.78164E+12,2624.32,2624.32,INR
9.78981E+12,11764.6,11764.6,INR
9.78164E+12,2960.62,2960.62,INR
9.78148E+12,,,
9.78332E+12,9239.4,9239.4,INR
9.78179E+12,886.17,443.08,INR
9.7811E+12,,,
9.78938E+12,,,
142008593X,,,
9.78148E+12,,,
9.78147E+12,18984.69,18984.69,INR
9.78354E+12,,,
9.78184E+12,886.17,443.08,INR
8131708950,,,
9.78179E+12,886.17,443.08,INR
9.78332E+12,4625.6,4625.6,INR
9.78014E+12,,,
9.78332E+12,5888.2,5888.2,INR
9.7818E+12,24339.34,24339.34,INR
9.78144E+12,21004,21004,INR
3319108875,,,
9.78164E+12,2355.28,2355.28,INR
9.7818E+12,101251.67,101251.67,INR
9.7818E+12,886.17,443.08,INR
9.78163E+12,,,
3540676058,,,
UOM:39015080815528,,,
9.78364E+12,7988.6,7988.6,INR
9.78332E+12,8236.4,8236.4,INR
148426245X,,,
3030513092,,,
