index,page_count,print_type,avg_rating,rating_count,is_ebook
9.78E+12,356,BOOK,,,TRUE
9.78E+12,256,BOOK,4,1,TRUE
9.78E+12,392,BOOK,,,TRUE
PSU:000067772872,352,BOOK,,,FALSE
9.79E+12,293,BOOK,,,TRUE
UCSD:31822010985026,676,BOOK,,,FALSE
9.78E+12,2320,BOOK,,,TRUE
9.78E+12,304,BOOK,,,TRUE
1003093450,392,BOOK,,,FALSE
9.78E+12,425,BOOK,,,TRUE
9.78E+12,561,BOOK,,,TRUE
9.78E+12,192,BOOK,,,TRUE
1447171195,699,BOOK,,,FALSE
9.78E+12,1051,BOOK,,,FALSE
UVA:X004837333,144,BOOK,,,FALSE
UVA:X004908347,4456,BOOK,,,FALSE
9.78E+12,312,BOOK,,,TRUE
9.78E+12,260,BOOK,,,FALSE
1138480452,144,BOOK,,,FALSE
9.78E+12,576,BOOK,,,FALSE
9.78E+12,432,BOOK,,,TRUE
9.78E+12,1760,BOOK,,,TRUE
9.78E+12,221,BOOK,5,1,FALSE
9.78E+12,364,BOOK,,,FALSE
9811308683,386,BOOK,,,FALSE
9.78E+12,115,BOOK,,,FALSE
9.78E+12,281,BOOK,,,FALSE
9.78E+12,502,BOOK,,,TRUE
9.78E+12,103,BOOK,,,FALSE
1617291560,416,BOOK,,,FALSE
9.78E+12,527,BOOK,,,FALSE
9.78E+12,424,BOOK,,,TRUE
3642263216,494,BOOK,,,FALSE
1617294470,280,BOOK,,,FALSE
3540440364,538,BOOK,,,FALSE
9.78E+12,408,BOOK,4,1,TRUE
9.78E+12,330,BOOK,3.5,4,FALSE
9.78E+12,743,BOOK,,,FALSE
9.78E+12,40,BOOK,,,FALSE
9.78E+12,568,BOOK,,,TRUE
9.78E+12,521,BOOK,5,3,FALSE
9.78E+12,459,BOOK,1,1,FALSE
9.78E+12,384,BOOK,,,FALSE
9.78E+12,333,BOOK,,,FALSE
9.78E+12,794,BOOK,,,FALSE
9.78E+12,482,BOOK,,,TRUE
9.78E+12,354,BOOK,,,TRUE
9.78E+12,433,BOOK,5,1,FALSE
9.78E+12,432,BOOK,,,FALSE
9.78E+12,320,BOOK,,,TRUE
9.78E+12,502,BOOK,,,FALSE
9.78E+12,414,BOOK,3.5,8,TRUE
9.78E+12,218,BOOK,,,TRUE
9.78E+12,524,BOOK,,,FALSE
9.78E+12,208,BOOK,,,TRUE
9.78E+12,430,BOOK,,,TRUE
9.78E+12,395,BOOK,3,1,FALSE
9.78E+12,420,BOOK,,,TRUE
9.78E+12,22,BOOK,4.5,2,TRUE
9.78E+12,282,BOOK,3,1,FALSE
9.78E+12,432,BOOK,,,TRUE
9.78E+12,384,BOOK,5,1,TRUE
9.78E+12,304,BOOK,,,TRUE
9.78E+12,498,BOOK,,,FALSE
9.78E+12,768,BOOK,,,FALSE
9.78E+12,390,BOOK,,,TRUE
9.78E+12,354,BOOK,,,FALSE
9.78E+12,290,BOOK,,,TRUE
9.78E+12,219,BOOK,,,TRUE
9082809176,432,BOOK,,,FALSE
9.78E+12,328,BOOK,,,TRUE
9.78E+12,704,BOOK,,,TRUE
9.78E+12,464,BOOK,,,TRUE
149207294X,350,BOOK,,,FALSE
9.78E+12,512,BOOK,,,TRUE
9.78E+12,367,BOOK,,,TRUE
9.78E+12,561,BOOK,,,FALSE
9.78E+12,368,BOOK,,,TRUE
9.78E+12,302,BOOK,,,TRUE
9.78E+12,620,BOOK,,,TRUE
9.78E+12,136,BOOK,,,TRUE
9.78E+12,233,BOOK,,,FALSE
9.78E+12,256,BOOK,,,FALSE
9.78E+12,365,BOOK,,,TRUE
9.78E+12,322,BOOK,,,FALSE
9.79E+12,196,BOOK,,,TRUE
9.78E+12,432,BOOK,5,1,TRUE
9.78E+12,384,BOOK,,,TRUE
9.79E+12,341,BOOK,5,1,TRUE
9.78E+12,284,BOOK,,,TRUE
9.78E+12,662,BOOK,,,TRUE
9.78E+12,538,BOOK,,,TRUE
9.78E+12,332,BOOK,,,TRUE
9.78E+12,313,BOOK,,,TRUE
9.78E+12,382,BOOK,,,TRUE
9.78E+12,174,BOOK,,,TRUE
9.78E+12,390,BOOK,,,FALSE
9.78E+12,24,BOOK,,,TRUE
9.78E+12,352,BOOK,,,FALSE
9.78E+12,325,BOOK,,,TRUE
9.78E+12,250,BOOK,,,FALSE
9.78E+12,445,BOOK,4,1,TRUE
9.78E+12,352,BOOK,,,TRUE
9.78E+12,283,BOOK,,,FALSE
9.78E+12,154,BOOK,,,FALSE
9.78E+12,624,BOOK,,,TRUE
9.78E+12,676,BOOK,5,1,FALSE
9.78E+12,374,BOOK,1,1,TRUE
9.78E+12,280,BOOK,3,1,TRUE
9.78E+12,162,BOOK,3,1,TRUE
9.78E+12,400,BOOK,3.5,3,TRUE
9.79E+12,360,BOOK,,,TRUE
9.78E+12,653,BOOK,,,TRUE
9.78E+12,264,BOOK,3.5,2,TRUE
9.78E+12,702,BOOK,,,FALSE
367428199,344,BOOK,,,FALSE
1617291560,416,BOOK,,,FALSE
9.78E+12,721,BOOK,4,1,FALSE
9.78E+12,424,BOOK,,,TRUE
9.78E+12,256,BOOK,3.5,10,TRUE
9.78E+12,443,BOOK,,,FALSE
9.78E+12,,BOOK,,,FALSE
9.78E+12,324,BOOK,,,FALSE
9.78E+12,228,BOOK,,,TRUE
1484268695,252,BOOK,,,FALSE
9.78E+12,495,BOOK,,,FALSE
1633430278,340,BOOK,,,FALSE
9.78E+12,469,BOOK,,,FALSE
9.78E+12,216,BOOK,,,TRUE
128112166,1000,BOOK,5,2,FALSE
9.78E+12,256,BOOK,4.5,2,TRUE
1727287320,240,BOOK,,,FALSE
9.78E+12,304,BOOK,,,TRUE
9.78E+12,275,BOOK,,,TRUE
1484251032,275,BOOK,,,FALSE
9.78E+12,480,BOOK,,,FALSE
1498740006,321,BOOK,,,FALSE
9.78E+12,,BOOK,4,18,TRUE
9.78E+12,177,BOOK,,,FALSE
9.78E+12,446,BOOK,,,TRUE
9.78E+12,288,BOOK,4.5,3,TRUE
9.78E+12,108,BOOK,,,TRUE
9.79E+12,288,BOOK,5,1,TRUE
9.78E+12,822,BOOK,5,1,TRUE
3030433862,439,BOOK,,,FALSE
9.78E+12,821,BOOK,,,FALSE
9.78E+12,260,BOOK,,,FALSE
9.78E+12,223,BOOK,,,FALSE
9.79E+12,634,BOOK,,,TRUE
9.79E+12,368,BOOK,,,TRUE
9.78E+12,316,BOOK,,,TRUE
9.78E+12,398,BOOK,,,FALSE
9.78E+12,310,BOOK,,,TRUE
9.78E+12,405,BOOK,,,TRUE
9.78E+12,345,BOOK,,,FALSE
9.78E+12,304,BOOK,,,FALSE
9.79E+12,144,BOOK,,,TRUE
9.78E+12,164,BOOK,,,TRUE
9.78E+12,684,BOOK,,,TRUE
9.78E+12,310,BOOK,,,TRUE
9.80E+12,304,BOOK,,,FALSE
9.78E+12,189,BOOK,,,TRUE
9.78E+12,296,BOOK,,,TRUE
9.78E+12,655,BOOK,5,4,TRUE
3030883884,608,BOOK,5,1,FALSE
9.78E+12,336,BOOK,,,TRUE
1789347998,522,BOOK,,,FALSE
9.78E+12,505,BOOK,,,TRUE
9.78E+12,,BOOK,,,TRUE
1718726694,110,BOOK,,,FALSE
9.78E+12,212,BOOK,5,2,FALSE
9.78E+12,242,BOOK,,,TRUE
9.78E+12,780,BOOK,,,TRUE
9.78E+12,851,BOOK,,,FALSE
9.78E+12,326,BOOK,5,1,TRUE
9.78E+12,527,BOOK,,,TRUE
9.78E+12,415,BOOK,5,2,FALSE
9.78E+12,494,BOOK,,,TRUE
9.78E+12,300,BOOK,,,TRUE
1119741742,288,BOOK,,,FALSE
9.78E+12,271,BOOK,,,TRUE
9.78E+12,351,BOOK,,,FALSE
9386551934,268,BOOK,,,FALSE
9.78E+12,212,BOOK,,,TRUE
9.78E+12,530,BOOK,,,FALSE
9.78E+12,330,BOOK,5,1,TRUE
9.78E+12,562,BOOK,4,38,FALSE
9.79E+12,576,BOOK,,,TRUE
9.78E+12,752,BOOK,1,1,TRUE
9.78E+12,180,BOOK,,,FALSE
9.78E+12,369,BOOK,,,TRUE
9.79E+12,489,BOOK,,,TRUE
3662570416,467,BOOK,,,FALSE
9.78E+12,469,BOOK,,,TRUE
9.78E+12,159,BOOK,3,1,FALSE
9.78E+12,210,BOOK,,,FALSE
9.78E+12,0,BOOK,3.5,38,FALSE
1484226135,289,BOOK,,,FALSE
3030069753,412,BOOK,,,FALSE
9.79E+12,300,BOOK,5,2,TRUE
9.78E+12,438,BOOK,4,5,FALSE
9.78E+12,304,BOOK,,,TRUE
9.78E+12,272,BOOK,4,2,FALSE
9.78E+12,302,BOOK,4,12,TRUE
1032240245,344,BOOK,,,FALSE
9.78E+12,748,BOOK,,,TRUE
9.78E+12,490,BOOK,,,TRUE
9.78E+12,454,BOOK,,,FALSE
996025545,544,BOOK,,,FALSE
9.78E+12,108,BOOK,,,TRUE
9811922101,507,BOOK,,,FALSE
9.78E+12,368,BOOK,,,TRUE
1709892129,149,BOOK,,,FALSE
9.78E+12,448,BOOK,,,FALSE
1802939873,122,BOOK,,,FALSE
9.78E+12,333,BOOK,,,TRUE
1484268245,239,BOOK,5,1,FALSE
9.78E+12,426,BOOK,5,1,TRUE
9.78E+12,182,BOOK,,,TRUE
9.78E+12,208,BOOK,,,FALSE
3031174828,0,BOOK,,,FALSE
9.78E+12,153,BOOK,,,TRUE
9.79E+12,130,BOOK,,,TRUE
9.78E+12,545,BOOK,5,1,TRUE
9.78E+12,611,BOOK,,,FALSE
1802350365,112,BOOK,,,FALSE
9.78E+12,338,BOOK,,,FALSE
9.78E+12,633,BOOK,,,TRUE
9.78E+12,320,BOOK,5,1,FALSE
9.78E+12,573,BOOK,,,FALSE
9.78E+12,137,BOOK,,,FALSE
1003256325,0,BOOK,,,FALSE
9.79E+12,398,BOOK,5,1,TRUE
1667151304,202,BOOK,,,FALSE
303039249X,313,BOOK,,,FALSE
9.78E+12,161,BOOK,,,TRUE
9.78E+12,464,BOOK,,,TRUE
3319899562,271,BOOK,,,FALSE
9.79E+12,440,BOOK,,,TRUE
9.78E+12,812,BOOK,,,TRUE
9.78E+12,147,BOOK,,,TRUE
9.78E+12,404,BOOK,3,6,FALSE
9.78E+12,401,BOOK,,,FALSE
9.78E+12,415,BOOK,,,TRUE
9.79E+12,388,BOOK,,,TRUE
9.78E+12,94,BOOK,2,1,TRUE
1484248589,462,BOOK,,,FALSE
1654982199,202,BOOK,,,FALSE
9.78E+12,171,BOOK,,,FALSE
1558605762,580,BOOK,2.5,2,FALSE
9.78E+12,477,BOOK,,,TRUE
9.78E+12,1159,BOOK,,,TRUE
9.78E+12,336,BOOK,,,TRUE
9.78E+12,397,BOOK,,,FALSE
9.78E+12,338,BOOK,,,TRUE
9.80E+12,271,BOOK,,,TRUE
1484281209,383,BOOK,,,FALSE
9.78E+12,407,BOOK,,,TRUE
9.78E+12,1262,BOOK,,,TRUE
9.80E+12,0,BOOK,,,FALSE
9.78E+12,384,BOOK,,,TRUE
9.78E+12,1419,BOOK,,,TRUE
3319170902,444,BOOK,,,FALSE
9.78E+12,432,BOOK,,,TRUE
9.78E+12,800,BOOK,5,1,TRUE
9.78E+12,416,BOOK,,,TRUE
9.78E+12,787,BOOK,,,TRUE
9.78E+12,187,BOOK,,,TRUE
9.78E+12,432,BOOK,,,TRUE
9.78E+12,240,BOOK,,,FALSE
9.78E+12,126,BOOK,,,FALSE
9811110689,,BOOK,4.5,3,FALSE
9.78E+12,1102,BOOK,,,FALSE
9.78E+12,272,BOOK,3.5,35,TRUE
9811644853,489,BOOK,,,FALSE
9.78E+12,386,BOOK,4,5,TRUE
9.78E+12,312,BOOK,,,FALSE
1801779597,102,BOOK,,,FALSE
9.78E+12,256,BOOK,3,1,FALSE
9.78E+12,0,BOOK,,,FALSE
9.78E+12,394,BOOK,,,TRUE
1098121228,550,BOOK,,,FALSE
9.79E+12,242,BOOK,,,TRUE
9.78E+12,440,BOOK,,,TRUE
9.78E+12,432,BOOK,,,TRUE
1493938436,738,BOOK,3,1,FALSE
9.78E+12,502,BOOK,5,1,TRUE
9.78E+12,554,BOOK,,,TRUE
367381893,243,BOOK,,,FALSE
9.78E+12,368,BOOK,,,TRUE
3030512215,394,BOOK,,,FALSE
9.78E+12,599,BOOK,,,FALSE
9.79E+12,600,BOOK,5,1,TRUE
3031246276,0,BOOK,,,FALSE
9811524068,318,BOOK,,,FALSE
9.78E+12,410,BOOK,,,TRUE
9811624208,0,BOOK,,,FALSE
9.78E+12,544,BOOK,4,65,TRUE
9.78E+12,336,BOOK,,,TRUE
9.79E+12,512,BOOK,,,FALSE
9.78E+12,250,BOOK,5,1,TRUE
9.78E+12,310,BOOK,,,FALSE
9.78E+12,123,BOOK,,,TRUE
9.78E+12,621,BOOK,,,TRUE
9.78E+12,423,BOOK,,,FALSE
9.78E+12,400,BOOK,,,TRUE
3030976440,359,BOOK,,,FALSE
9.78E+12,371,BOOK,,,TRUE
9.78E+12,635,BOOK,,,FALSE
192897888,384,BOOK,,,FALSE
9.78E+12,349,BOOK,,,TRUE
9.78E+12,276,BOOK,5,1,TRUE
9811968799,0,BOOK,,,FALSE
1633439658,0,BOOK,,,FALSE
367696614,352,BOOK,,,FALSE
9.78E+12,137,BOOK,,,TRUE
9.78E+12,752,BOOK,,,FALSE
9.78E+12,189,BOOK,,,TRUE
9.78E+12,287,BOOK,,,TRUE
9.79E+12,652,BOOK,,,TRUE
9811520372,326,BOOK,,,FALSE
9.78E+12,592,BOOK,4.5,2,TRUE
9.78E+12,384,BOOK,,,TRUE
9.78E+12,40,BOOK,,,TRUE
9.78E+12,372,BOOK,,,TRUE
9.78E+12,483,BOOK,,,FALSE
9811526990,472,BOOK,,,FALSE
9811659397,545,BOOK,,,FALSE
9.78E+12,,BOOK,,,TRUE
9.78E+12,329,BOOK,,,TRUE
1482232111,760,BOOK,,,FALSE
1653684771,146,BOOK,,,FALSE
9.79E+12,316,BOOK,,,TRUE
9.78E+12,368,BOOK,5,1,TRUE
9.78E+12,223,BOOK,,,FALSE
9.78E+12,200,BOOK,,,TRUE
9.78E+12,352,BOOK,,,FALSE
3319997122,219,BOOK,,,FALSE
9.78E+12,266,BOOK,,,FALSE
9.78E+12,,BOOK,,,TRUE
9.78E+12,,BOOK,,,TRUE
9.78E+12,461,BOOK,,,TRUE
9811944520,0,BOOK,,,FALSE
9.78E+12,450,BOOK,,,FALSE
1786345390,194,BOOK,,,FALSE
1484288254,0,BOOK,,,FALSE
9.78E+12,96,BOOK,,,FALSE
9.79E+12,197,BOOK,,,TRUE
9.78E+12,238,BOOK,5,1,TRUE
9.78E+12,294,BOOK,,,FALSE
9.78E+12,196,BOOK,,,TRUE
9.78E+12,414,BOOK,,,TRUE
9.78E+12,713,BOOK,,,TRUE
9.80E+12,328,BOOK,,,TRUE
9.78E+12,180,BOOK,,,TRUE
9.78E+12,197,BOOK,,,TRUE
9.79E+12,716,BOOK,,,TRUE
9.78E+12,384,BOOK,1,1,TRUE
9.78E+12,500,BOOK,,,TRUE
9.78E+12,418,BOOK,,,TRUE
9.78E+12,464,BOOK,,,TRUE
9.78E+12,274,BOOK,,,TRUE
9.78E+12,593,BOOK,,,FALSE
9.78E+12,333,BOOK,,,TRUE
9.78E+12,192,BOOK,,,TRUE
9.78E+12,457,BOOK,,,TRUE
9.78E+12,384,BOOK,,,TRUE
9.78E+12,168,BOOK,,,FALSE
9.78E+12,269,BOOK,,,FALSE
9.78E+12,252,BOOK,,,TRUE
9.78E+12,354,BOOK,,,FALSE
9.78E+12,351,BOOK,,,TRUE
9.78E+12,307,BOOK,,,TRUE
9.78E+12,372,BOOK,,,TRUE
9.78E+12,344,BOOK,,,TRUE
9.78E+12,317,BOOK,,,FALSE
1491907339,226,BOOK,,,FALSE
9.78E+12,256,BOOK,5,1,TRUE
OSU:32435009222415,411,BOOK,,,FALSE
1003093450,392,BOOK,,,FALSE
9.78E+12,464,BOOK,,,TRUE
9.78E+12,240,BOOK,,,TRUE
UOM:39015002095381,376,BOOK,,,FALSE
3030754596,573,BOOK,,,FALSE
9.78E+12,472,BOOK,,,TRUE
UOM:39015030992542,62,BOOK,,,FALSE
9.78E+12,350,BOOK,,,FALSE
9.78E+12,560,BOOK,5,1,TRUE
UCSD:31822000037648,186,BOOK,,,FALSE
UCSD:31822032277600,444,BOOK,,,FALSE
9.78E+12,564,BOOK,5,1,FALSE
9.78E+12,248,BOOK,,,TRUE
9.78E+12,150,BOOK,,,TRUE
194505123X,252,BOOK,4,16,FALSE
1484234944,282,BOOK,,,FALSE
9.78E+12,480,BOOK,,,TRUE
1848829469,812,BOOK,,,FALSE
9.79E+12,230,BOOK,,,FALSE
9.78E+12,336,BOOK,,,TRUE
9.78E+12,636,BOOK,,,TRUE
9811533563,394,BOOK,,,FALSE
1138480452,144,BOOK,,,FALSE
1617296082,304,BOOK,,,FALSE
9.78E+12,,BOOK,,,FALSE
359828523,288,BOOK,,,FALSE
9.78E+12,103,BOOK,,,FALSE
1461455901,1579,BOOK,,,FALSE
3031004604,141,BOOK,,,FALSE
3319673769,342,BOOK,,,FALSE
OSU:32435019744671,1668,BOOK,,,FALSE
303041888X,207,BOOK,,,FALSE
9.78E+12,246,BOOK,,,FALSE
71807594,256,BOOK,,,FALSE
9.78E+12,234,BOOK,,,TRUE
309097347,276,BOOK,3.5,4,FALSE
1589062604,34,BOOK,,,FALSE
9.78E+12,320,BOOK,,,FALSE
9.78E+12,144,BOOK,2,1,TRUE
9.78E+12,264,BOOK,,,TRUE
UOM:39015029885772,500,BOOK,,,FALSE
9.78E+12,229,BOOK,,,FALSE
9.78E+12,336,BOOK,,,TRUE
9.78E+12,385,BOOK,3.5,11,FALSE
9.78E+12,0,BOOK,,,FALSE
1484230957,398,BOOK,,,FALSE
9.78E+12,,BOOK,,,FALSE
1617294470,280,BOOK,,,FALSE
3030598918,222,BOOK,,,FALSE
3030202895,433,BOOK,,,FALSE
3642372244,269,BOOK,,,FALSE
9.78E+12,391,BOOK,5,1,FALSE
9.78E+12,412,BOOK,,,TRUE
9.78E+12,287,BOOK,,,TRUE
9.78E+12,538,BOOK,,,TRUE
9.78E+12,686,BOOK,,,FALSE
9.78E+12,433,BOOK,5,1,FALSE
9.78E+12,213,BOOK,,,TRUE
9811110689,,BOOK,4.5,3,FALSE
9.78E+12,272,BOOK,3.5,35,TRUE
9.78E+12,528,BOOK,,,TRUE
9.78E+12,384,BOOK,,,FALSE
9.78E+12,689,BOOK,5,1,FALSE
9.78E+12,408,BOOK,4,1,TRUE
9.78E+12,330,BOOK,3.5,4,FALSE
9.79E+12,261,BOOK,,,TRUE
9.78E+12,186,BOOK,,,TRUE
1098115562,250,BOOK,,,FALSE
9.78E+12,476,BOOK,,,FALSE
692196382,446,BOOK,5,1,FALSE
9.78E+12,395,BOOK,3,1,FALSE
9.78E+12,256,BOOK,3,1,FALSE
9.78E+12,475,BOOK,,,TRUE
9.78E+12,139,BOOK,,,FALSE
9.78E+12,233,BOOK,,,TRUE
9.78E+12,800,BOOK,5,1,TRUE
9.78E+12,325,BOOK,,,TRUE
9.78E+12,354,BOOK,,,TRUE
9.78E+12,624,BOOK,,,TRUE
9.78E+12,442,BOOK,4,1,TRUE
9.78E+12,94,BOOK,2,1,TRUE
9.78E+12,476,BOOK,,,FALSE
9.78E+12,299,BOOK,,,FALSE
9.78E+12,405,BOOK,2,1,FALSE
9.78E+12,740,BOOK,,,TRUE
9.78E+12,382,BOOK,,,TRUE
9.78E+12,721,BOOK,4,1,FALSE
9.78E+12,680,BOOK,,,TRUE
9.78E+12,454,BOOK,5,2,TRUE
9.78E+12,344,BOOK,,,TRUE
980232775,600,BOOK,4,2,FALSE
9.78E+12,386,BOOK,4,5,TRUE
9.78E+12,256,BOOK,4.5,2,TRUE
9.78E+12,440,BOOK,,,TRUE
9.78E+12,304,BOOK,,,TRUE
9.78E+12,443,BOOK,,,FALSE
9.78E+12,446,BOOK,5,1,TRUE
9.78E+12,367,BOOK,,,FALSE
9.78E+12,302,BOOK,4,12,TRUE
9.78E+12,599,BOOK,,,FALSE
9.78E+12,314,BOOK,,,TRUE
9.78E+12,536,BOOK,4.5,2,TRUE
9.78E+12,516,BOOK,,,FALSE
9.78E+12,113,BOOK,4,24,FALSE
9.78E+12,288,BOOK,,,FALSE
9.78E+12,794,BOOK,,,FALSE
9.79E+12,256,BOOK,5,1,TRUE
9.78E+12,244,BOOK,,,FALSE
9.78E+12,488,BOOK,,,TRUE
9.78E+12,1102,BOOK,,,FALSE
1617296481,450,BOOK,,,FALSE
9.78E+12,397,BOOK,,,TRUE
1457309327,200,BOOK,,,FALSE
9.78E+12,290,BOOK,,,TRUE
9.78E+12,416,BOOK,5,1,TRUE
9.78E+12,333,BOOK,,,FALSE
9.78E+12,415,BOOK,4,1,FALSE
9.78E+12,1270,BOOK,,,TRUE
9.78E+12,384,BOOK,3.5,13,TRUE
9.78E+12,407,BOOK,5,1,FALSE
9.78E+12,638,BOOK,,,TRUE
9.78E+12,992,BOOK,5,2,TRUE
80520839,620,BOOK,5,2,TRUE
9.78E+12,426,BOOK,5,1,TRUE
9811578761,256,BOOK,,,FALSE
606039600,380,BOOK,3.5,3619,FALSE
9.78E+12,470,BOOK,,,TRUE
9.78E+12,562,BOOK,4,38,FALSE
495109665,884,BOOK,3,1,FALSE
9.78E+12,624,BOOK,,,TRUE
9.78E+12,338,BOOK,,,FALSE
9.78E+12,436,BOOK,,,FALSE
9.78E+12,0,BOOK,3.5,38,FALSE
9.78E+12,324,BOOK,,,FALSE
9.78E+12,256,BOOK,,,TRUE
9.78E+12,1056,BOOK,,,TRUE
9.78E+12,851,BOOK,,,FALSE
1493938436,738,BOOK,3,1,FALSE
977304566,272,BOOK,5,1,FALSE
9.78E+12,856,BOOK,,,TRUE
9811679959,653,BOOK,,,FALSE
9.78E+12,3252,BOOK,4,2,TRUE
9.78E+12,296,BOOK,,,TRUE
9.78E+12,400,BOOK,3.5,3,TRUE
9.78E+12,445,BOOK,4,1,TRUE
9.78E+12,433,BOOK,,,FALSE
9.78E+12,728,BOOK,5,1,TRUE
1496034023,366,BOOK,,,FALSE
9.78E+12,336,BOOK,,,TRUE
9.78E+12,635,BOOK,,,FALSE
9.78E+12,617,BOOK,,,FALSE
9.78E+12,944,BOOK,,,TRUE
9.78E+12,496,BOOK,,,FALSE
1616100362,274,BOOK,,,FALSE
9.78E+12,0,BOOK,3.5,34,FALSE
9.78E+12,416,BOOK,,,TRUE
9.78E+12,320,BOOK,5,1,FALSE
9.79E+12,263,BOOK,,,TRUE
9.79E+12,224,BOOK,,,TRUE
9.78E+12,414,BOOK,3.5,8,TRUE
73533432,800,BOOK,,,FALSE
9.78E+12,454,BOOK,,,FALSE
9.78E+12,495,BOOK,,,TRUE
8177585460,1350,BOOK,3.5,3,FALSE
9.78E+12,384,BOOK,,,TRUE
9.78E+12,342,BOOK,,,FALSE
9.78E+12,320,BOOK,,,TRUE
9.78E+12,215,BOOK,,,TRUE
9.78E+12,368,BOOK,2,1,TRUE
9.78E+12,590,BOOK,,,FALSE
9.78E+12,312,BOOK,,,TRUE
9.78E+12,210,BOOK,,,FALSE
9.78E+12,153,BOOK,,,FALSE
9.78E+12,230,BOOK,,,TRUE
9.78E+12,544,BOOK,4,65,TRUE
9.78E+12,469,BOOK,,,FALSE
9.78E+12,752,BOOK,,,TRUE
9.79E+12,312,BOOK,,,TRUE
521833787,744,BOOK,4.5,7,FALSE
9.78E+12,480,BOOK,,,FALSE
9.78E+12,415,BOOK,5,2,FALSE
9.78E+12,520,BOOK,,,TRUE
9.78E+12,190,BOOK,,,TRUE
9.78E+12,502,BOOK,,,FALSE
9.78E+12,450,BOOK,,,TRUE
9.78E+12,768,BOOK,,,TRUE
9.78E+12,44,BOOK,5,1,FALSE
9.78E+12,177,BOOK,5,1,FALSE
9.78E+12,830,BOOK,,,FALSE
9.78E+12,269,BOOK,,,TRUE
9.78E+12,242,BOOK,5,2,FALSE
9.79E+12,386,BOOK,,,TRUE
9.78E+12,369,BOOK,,,FALSE
9.78E+12,186,BOOK,2,1,FALSE
9.78E+12,131,BOOK,,,TRUE
9.78E+12,320,BOOK,,,TRUE
9.78E+12,273,BOOK,,,TRUE
62851756,256,BOOK,4,1,FALSE
9.78E+12,336,BOOK,,,FALSE
9.78E+12,169,BOOK,,,TRUE
9.78E+12,592,BOOK,,,FALSE
9.78E+12,472,BOOK,4,1,TRUE
9.78E+12,456,BOOK,,,TRUE
9.78E+12,322,BOOK,,,TRUE
9.78E+12,283,BOOK,,,FALSE
9.78E+12,243,BOOK,,,FALSE
9.79E+12,634,BOOK,5,1,TRUE
1617291560,416,BOOK,,,FALSE
804848998,256,BOOK,,,FALSE
9.78E+12,224,BOOK,,,TRUE
9.78E+12,401,BOOK,,,FALSE
9.78E+12,314,BOOK,,,TRUE
547132492,513,BOOK,,,FALSE
9.78E+12,348,BOOK,,,FALSE
9.78E+12,344,BOOK,,,FALSE
470694483,404,BOOK,,,FALSE
1364849186,430,BOOK,,,FALSE
716733730,825,BOOK,,,FALSE
9.79E+12,316,BOOK,,,TRUE
471360910,752,BOOK,,,FALSE
3319834568,456,BOOK,,,FALSE
9.78E+12,400,BOOK,,,TRUE
367381893,243,BOOK,,,FALSE
753552817,304,BOOK,,,FALSE
9.80E+12,96,BOOK,,,FALSE
1984050621,104,BOOK,,,FALSE
521100283,792,BOOK,,,FALSE
9.78E+12,286,BOOK,,,FALSE
9.78E+12,252,BOOK,,,FALSE
9.78E+12,265,BOOK,,,FALSE
9.79E+12,322,BOOK,,,TRUE
9.78E+12,272,BOOK,,,FALSE
9.78E+12,416,BOOK,,,TRUE
9.78E+12,288,BOOK,,,TRUE
9.78E+12,1100,BOOK,5,1,TRUE
1579550363,320,BOOK,,,FALSE
9.78E+12,302,BOOK,,,TRUE
9.78E+12,583,BOOK,5,1,TRUE
9.78E+12,256,BOOK,,,TRUE
470452579,404,BOOK,,,FALSE
9.78E+12,220,BOOK,,,FALSE
9.79E+12,512,BOOK,,,FALSE
1491910593,202,BOOK,,,FALSE
9.78E+12,,BOOK,4.5,2,FALSE
9.78E+12,304,BOOK,,,TRUE
9.78E+12,560,BOOK,,,TRUE
9.78E+12,406,BOOK,,,TRUE
9.78E+12,185,BOOK,5,1,TRUE
9.78E+12,358,BOOK,,,TRUE
9.78E+12,811,BOOK,,,FALSE
9.78E+12,0,BOOK,,,FALSE
9.78E+12,210,BOOK,,,FALSE
9.78E+12,195,BOOK,,,TRUE
9.78E+12,408,BOOK,,,TRUE
9.78E+12,112,BOOK,,,FALSE
9.78E+12,280,BOOK,,,TRUE
9.78E+12,108,BOOK,,,TRUE
1526463377,160,BOOK,,,FALSE
9.79E+12,905,BOOK,,,TRUE
9.78E+12,321,BOOK,4,1,FALSE
9.78E+12,128,BOOK,,,TRUE
9.78E+12,274,BOOK,,,TRUE
9.79E+12,294,BOOK,,,TRUE
9.78E+12,649,BOOK,,,TRUE
UCSD:31822002717841,354,BOOK,,,FALSE
8177581511,108,BOOK,4,1,FALSE
113846953X,,BOOK,,,FALSE
9.78E+12,199,BOOK,,,FALSE
9.78E+12,229,BOOK,,,FALSE
1491907339,226,BOOK,,,FALSE
9.78E+12,128,BOOK,,,TRUE
9.78E+12,434,BOOK,,,TRUE
1138480452,144,BOOK,,,FALSE
9.79E+12,332,BOOK,,,TRUE
9.78E+12,641,BOOK,,,FALSE
9.78E+12,336,BOOK,,,TRUE
9.78E+12,630,BOOK,1,1,FALSE
9.78E+12,240,BOOK,,,TRUE
9.78E+12,256,BOOK,,,FALSE
9.78E+12,361,BOOK,,,TRUE
9.78E+12,438,BOOK,,,FALSE
9.78E+12,204,BOOK,,,TRUE
